"id","prediction","predictions"
1025221,2054.21893975373,2100.00643036817
1025222,2977.77580291633,2920.52189477929
1025223,1662.98855434981,1816.97407695058
1025224,2587.47534918737,2554.03151443311
1025225,1699.34670012485,1354.44465354449
1025226,1698.94502598938,1820.59264353936
1025227,2026.24715912675,2226.45134634746
1025228,2334.80513381438,2417.65763252928
1025229,1535.23843719109,1561.16998583164
1025230,1527.48686228169,1477.47519310533
1025231,895.091813405961,953.265750069941
1025232,1634.32344316315,1758.20253122178
1025233,3938.55884016816,3725.24581977767
1025234,1394.32283792438,1534.74241633564
1025235,1587.69197848633,1165.52312247328
1025236,1611.55731288928,1834.73525717798
1025237,2323.02992759237,2494.0879059325
1025238,1774.1774271584,1645.21022001157
1025239,2419.42151847266,2088.44020622694
1025240,1454.51033056575,1510.21897409786
1025241,1714.82361043161,2469.28831486021
1025242,1481.64410469945,1503.98864941289
1025243,1129.54398247063,1212.21746083422
1025244,1330.25400888141,1511.61208284653
1025245,2758.80142714982,2942.86882819144
1025246,2940.47631021043,2662.15126820161
1025247,1743.02947420248,1494.34206315036
1025248,1863.78930414074,1874.40836988529
1025249,1523.12452384946,1992.93087484153
1025250,1388.66601784782,1636.77456982649
1025251,2155.50228436639,2349.01566713623
1025252,3194.37163035112,3276.93081678204
1025253,1866.56170791373,1673.05996780028
1025254,1113.67167794094,1085.21276027162
1025255,2220.80934328749,2515.42154098305
1025256,2608.12105430297,3039.66864300246
1025257,1004.46147533443,1067.28622691298
1025258,1604.98455346874,1482.89514111886
1025259,1194.54504579361,1395.11092720059
1025260,1828.9779342135,1816.30051073025
1025261,2646.12770736115,3010.04636980921
1025262,1910.58207637003,1885.74891134315
1025263,2375.26342985186,2779.80600302198
1025264,1801.55077900545,2026.52719905251
1025265,1249.52283816281,1383.64508890662
1025266,2886.35584910169,3270.93532731194
1025267,1257.01599345806,1291.01416174408
1025268,937.322016725756,1113.89604819774
1025269,1314.07986258221,1146.80039735014
1025270,1505.56653738239,1791.7055639179
1025271,1007.29732125457,1081.82310483469
1025272,2816.62769328132,2844.9588242854
1025273,1050.2669013069,1130.6834384306
1025274,3223.95091260316,3661.01329188196
1025275,1863.70706735466,2008.83448412429
1025276,948.626922672443,1200.94857594585
1025277,2371.54628960944,4040.69784143939
1025278,2041.35001227463,2090.32199771387
1025279,2643.62343580404,3844.4151864312
1025280,1930.39982371308,1903.86035064153
1025281,552.64263442986,880.596552804524
1025282,1887.97054544124,2028.97038111233
1025283,1672.64927269452,1354.18616804437
1025284,1253.49651714445,1639.79912361138
1025285,1032.75166318768,1477.70011609884
1025286,1166.59063157339,1337.77457756473
1025287,1276.31823697098,1259.17422705536
1025288,1239.56578198583,1462.65325047035
1025289,2221.54246566366,2363.27494035181
1025290,2012.89511476063,1875.95338829512
1025291,1542.50690955532,1619.4244483857
1025292,1007.78740453963,973.837262540452
1025293,1184.89477149271,1295.61130192048
1025294,1299.69554495129,1559.94165924545
1025295,3262.51618649022,2802.3292739073
1025296,1852.81425645343,2017.02591121954
1025297,1655.85391254622,1575.10515282216
1025298,681.041212062545,733.683016425984
1025299,1569.02623455347,1445.14567410698
1025300,1770.95170783124,2116.47189982037
1025301,2491.52343535477,2564.54622835541
1025302,1984.40800931364,1844.14706150771
1025303,1707.99006978588,2193.48274081016
1025304,2419.07489714274,2126.73551365945
1025305,2007.50220578754,2631.39967756108
1025306,1182.42873307507,1074.42988569382
1025307,1035.16805771878,1350.46736857304
1025308,1748.56204374675,2160.92499183969
1025309,1853.73231081729,1981.93958439679
1025310,1458.08476449958,1489.502657132
1025311,2752.22620928557,3474.29509941718
1025312,2267.39256069135,2174.97773996842
1025313,2088.88412040527,2190.84603157676
1025314,1962.40582683701,1953.57064106281
1025315,2698.91536487857,2304.99258931072
1025316,5416.22115440429,10149.6106441322
1025317,2144.00819469449,2730.49474353113
1025318,1969.99342486279,1825.7679061646
1025319,1342.65821639489,1432.28460230649
1025320,1492.02858690329,1708.49251518719
1025321,1081.6609930927,1325.8415508893
1025322,2926.2549330804,3103.36207921846
1025323,2266.99389372986,2191.98168757204
1025324,1373.81619827874,1586.56615721111
1025325,2022.33617558221,2217.79103504144
1025326,3146.80594295164,2824.97119236383
1025327,2386.15136815079,2527.26121458631
1025328,1623.19829984767,1897.27962580485
1025329,1071.84057446293,1026.18014850341
1025330,2151.83754316076,1862.37817602537
1025331,2964.87461366127,3149.69691160285
1025332,1451.27392641753,1683.69842843585
1025333,1582.0724163034,1871.00694669566
1025334,2354.99419245637,3540.75289187785
1025335,1872.19513596798,2003.32950313812
1025336,1453.12651013857,1652.52267263337
1025337,1202.50828706474,1360.32387110633
1025338,1134.18926510228,1177.6516589908
1025339,1662.70455425547,1770.56675969192
1025340,1642.0459712326,1786.52329269487
1025341,1593.85535251364,1647.99000687593
1025342,2746.68357764831,3440.9584492453
1025343,4684.64368379108,4423.48005844861
1025344,1674.76513790325,1823.58850571689
1025345,1048.96411849467,1074.93412813048
1025346,1482.65522213059,1390.55326462048
1025347,1712.41106955868,1798.96739500506
1025348,1014.47966068743,1069.27367042661
1025349,822.164499098451,894.908925216649
1025350,1656.61733646279,1946.88852806222
1025351,1401.51412296859,1335.47142102834
1025352,2543.16034606168,2613.13431318253
1025353,1338.28542519931,1643.95884500676
1025354,1781.31128713817,1763.62387554019
1025355,822.172163463901,927.477528865048
1025356,2678.58858619822,2546.06122676901
1025357,1666.14407232139,1729.73873318529
1025358,2031.03705513964,1929.70684262305
1025359,1892.20243093777,1812.61547171469
1025360,1857.58589245785,1837.20207150242
1025361,1113.15069949325,1281.71587294691
1025362,3143.35626507132,3191.41675785414
1025363,1109.75831156483,1170.55783252274
1025364,2695.58845928845,2845.14579657875
1025365,1226.95423912536,1331.66752057799
1025366,1146.03583205545,1092.63836553798
1025367,2266.49707330627,2684.89230457009
1025368,2516.10437852193,2908.49520099274
1025369,1487.29857738496,1471.58261357402
1025370,2666.05246104049,2949.176803649
1025371,1808.93476593086,1913.47601645139
1025372,1672.50914907261,1790.23156371577
1025373,1087.15277590575,1247.44126537602
1025374,854.608019146501,1022.13563140644
1025375,1524.18497769466,1718.26124090692
1025376,989.359398940601,868.101030205622
1025377,1542.70861864682,1719.38645725474
1025378,2006.41829992226,2260.89713421345
1025379,3405.00873152494,3449.12706296095
1025380,2397.70553721641,2462.46392617981
1025381,2582.67933591301,2829.70305388476
1025382,1475.16825363492,1626.70612318394
1025383,2003.89703278084,2503.90778517772
1025384,1224.15992358505,1148.44062002675
1025385,1461.41464767466,1331.44216024592
1025386,1563.06297267534,1608.48792469453
1025387,910.477889682614,1094.30954412401
1025388,1204.57607998896,1440.49692139676
1025389,1390.3586047143,1356.27139222142
1025390,1121.3194626313,1258.26289405861
1025391,1514.92172633732,1737.10905023966
1025392,2649.84160785947,3498.73694083503
1025393,1189.75066383142,1326.64835411321
1025394,1328.4445932734,1519.48013210232
1025395,1720.11033450031,1900.26977691124
1025396,3795.70881494739,4566.69611144069
1025397,1853.32631796873,2266.26828090144
1025398,1187.43462066286,1174.96852212048
1025399,1640.77788453734,1628.46196145181
1025400,2341.00943862341,2254.3048295112
1025401,3268.90968509889,3989.50418054431
1025402,2795.54215334441,3605.0799343425
1025403,2322.66217846322,2508.53986250559
1025404,1374.17743329184,1502.81317457852
1025405,1579.91339863139,1384.35528953819
1025406,1938.60674245363,2402.53756293009
1025407,2118.00394460217,2321.48893970324
1025408,1813.50292453305,2202.05362909561
1025409,2544.74957861645,2361.98953428086
1025410,1369.39141102551,1707.7344736518
1025411,2208.06267796118,2457.95238088824
1025412,3392.24586057136,4034.5225435243
1025413,2129.47333873654,2231.69082754935
1025414,1546.75346510319,1506.29888918424
1025415,1148.57761981558,1617.57324399962
1025416,2459.91863191816,2999.71322520463
1025417,1926.94844115648,2014.03594439552
1025418,1444.66023513713,1577.60463904509
1025419,2333.86505109915,3274.5077393394
1025420,1034.79352374544,1519.2183409567
1025421,1222.75760642667,1204.21963403724
1025422,2810.67082801836,3105.34043845579
1025423,1866.52559881671,1901.78956417776
1025424,2250.45026123748,2130.56756213475
1025425,1068.81785915499,1170.46900920466
1025426,1116.587665602,1400.15381810166
1025427,2561.14298530043,3392.22414489981
1025428,2167.46534434347,2447.36461874486
1025429,2056.71640353017,2502.00670712782
1025430,885.408905801911,1053.12282342441
1025431,1032.64504430453,1236.24833339714
1025432,1899.62789560021,2193.01847025308
1025433,1712.38252540229,1903.23001047059
1025434,1846.6867587718,1795.81268674228
1025435,1497.57253801273,1253.52006206301
1025436,1442.84795271765,1546.41737801343
1025437,3228.88660847757,3422.43756339069
1025438,2527.09085419292,3232.87234626088
1025439,1161.86357562106,1054.50359753112
1025440,2153.11209872855,2106.81329326775
1025441,2654.16195791513,2762.47803495091
1025442,1434.29347825697,1458.27209394292
1025443,1785.94080046109,1891.4099231907
1025444,2225.95946946888,2596.71770740364
1025445,1139.26893124376,1189.51549268243
1025446,1110.37842590682,1125.39099823714
1025447,2504.66924184318,2379.51948813276
1025448,1514.03493788534,1626.93100957482
1025449,2547.65644336131,2577.20779542974
1025450,1042.33479997177,1162.12339788646
1025451,1998.06040169986,1928.32388697541
1025452,1453.02949783487,1630.3290626447
1025453,1029.38906655573,1164.29234354579
1025454,2799.44689871563,3076.76392921095
1025455,1647.74475216021,1683.24665706745
1025456,4628.27605994249,6029.01907680238
1025457,1279.63816254049,1223.89803111644
1025458,1354.70820995334,1487.75907801813
1025459,1863.37829217744,2310.00187014805
1025460,2479.74879993792,2466.86566229991
1025461,1926.42540202477,2168.26876923564
1025462,876.911241584039,1153.65551291552
1025463,1998.57903377936,3011.58683269051
1025464,2205.29181290201,2209.52686795798
1025465,1090.08392493947,1596.68683806077
1025466,2616.10806601105,2633.18272374577
1025467,2445.8538645614,1960.6639705492
1025468,1432.16392769483,1407.92733191341
1025469,2384.28535964727,2890.01643535061
1025470,2701.2481492683,2718.38312101274
1025471,1629.17378358139,1541.6252047909
1025472,1853.38282501623,2116.39102016043
1025473,3023.15443759941,4364.24094006706
1025474,2053.98194000648,2660.87083711246
1025475,1787.51931923258,2038.28459911006
1025476,1764.29309000847,1522.27566718641
1025477,1183.2429320615,1239.88863393553
1025478,1665.12010976929,1899.99284696951
1025479,2835.28635308203,3021.88060510013
1025480,1174.36941026353,1576.23059101801
1025481,3661.05153796263,4284.80871091849
1025482,2818.74949470114,2643.82675608147
1025483,2809.23163865564,2912.80675654803
1025484,1157.25945126794,1183.63448099324
1025485,2232.46171406322,2662.37156194464
1025486,1748.98063628088,1732.7869229221
1025487,2011.95085677612,2329.67617617394
1025488,1690.28955400405,1182.25895211547
1025489,1796.68549799252,1549.12107327678
1025490,1169.28801748726,1034.68044574138
1025491,2292.64634352924,2579.78053533353
1025492,1169.99292135472,1278.37837670099
1025493,1014.78060381319,1386.26599194083
1025494,1442.21386330227,1634.01676098696
1025495,2852.50452397626,3381.23733417988
1025496,1305.05145056886,1580.91088580921
1025497,1369.92858701831,1236.83370275306
1025498,1174.35097352912,1277.5072676298
1025499,1974.44622669918,2101.28800960081
1025500,1529.0422540765,1808.58302067471
1025501,1332.54004299803,1622.21736016223
1025502,4228.91264828,3334.19643337799
1025503,2194.87399604421,2494.14112292014
1025504,1159.19796087556,1371.08756571024
1025505,914.45595366093,1162.50093852689
1025506,1500.77360019701,2036.33642960003
1025507,1315.80478821546,1514.55120128729
1025508,2356.20965683375,2601.96043188614
1025509,3152.82799966794,4465.7488572724
1025510,1237.18893822309,1348.7723830162
1025511,1628.77631249782,1648.5006844107
1025512,1351.97709914112,1577.77853350984
1025513,2878.4534403134,3547.05144411076
1025514,2640.49274602259,5603.9267635008
1025515,2586.19582789491,2980.0933392394
1025516,1504.94737335221,1477.16368169584
1025517,1671.79429609426,1722.52401341602
1025518,1334.30130475727,1187.98397387551
1025519,870.374884885907,1035.33585034433
1025520,2540.5707743191,2615.22612246206
1025521,1377.75113619351,1443.57421481002
1025522,2671.28308392099,4892.0974212254
1025523,2196.52989664357,2373.5508437058
1025524,1852.03242093441,1796.35738424848
1025525,2398.74691427086,2570.14541538416
1025526,1324.78954132618,1479.03269865834
1025527,2439.91863610373,2580.00922637583
1025528,1820.61152694063,2602.72436677789
1025529,1972.92272028903,1817.90592065124
1025530,1138.1013983861,1189.65722046619
1025531,2985.81842799291,3120.25026341593
1025532,1746.23777262885,1606.2111482127
1025533,1435.07452262749,1582.33900164888
1025534,3019.68163729537,3703.79937353865
1025535,1305.33508542764,1504.30100491509
1025536,2997.52345781884,2619.76148682227
1025537,1591.3835341647,1450.38590175313
1025538,1762.29723403621,2360.75580878188
1025539,2849.4547530662,3246.76690743549
1025540,769.257095408858,983.768482113675
1025541,1061.58916767427,1218.76552110444
1025542,2259.94000774654,2127.41091620854
1025543,1674.33976833029,1983.20092698154
1025544,1478.3923007881,1876.95637122904
1025545,1383.60022238092,1760.1461386204
1025546,2215.13728673113,2249.06725002897
1025547,1119.97918793389,1364.37218265506
1025548,2601.51051851928,2271.09714679588
1025549,2062.71467523351,1600.14390236933
1025550,2276.3014644744,2625.82608140551
1025551,1420.60423393993,1293.54100888081
1025552,1177.12898481139,1410.5510393569
1025553,1328.79210841745,1396.28222929864
1025554,1502.20227565737,1516.67495799625
1025555,1154.98878845647,1298.02705628008
1025556,2142.30943719582,2390.43216936695
1025557,3420.60269532358,3864.1146927679
1025558,2861.08173658441,1757.61863321823
1025559,2461.3462941765,3054.09346979116
1025560,1481.13872691772,1236.13478752354
1025561,2047.68345122682,2096.49080313706
1025562,979.464098460823,865.057762555371
1025563,1573.48429028169,1585.56672358448
1025564,1557.96901261557,1481.37745806731
1025565,2274.56635501503,2759.97451235168
1025566,1258.93708582431,1553.74869445396
1025567,1574.48851561899,1701.32392614915
1025568,1560.18087783323,1984.95740889805
1025569,2110.07452279283,1909.59725861887
1025570,1782.94539656646,2120.40906088442
1025571,1215.54887730629,1249.80419761998
1025572,959.747240583161,1118.19655299097
1025573,1386.33838867294,1494.42861610291
1025574,1518.81280909145,1435.68183458954
1025575,1583.42490732156,2102.66248925809
1025576,2266.31399269714,2184.38877974862
1025577,1332.09471337081,1340.47607298672
